"","BR-A-Control_counts.txt","BR-A-Mutant_counts.txt","BR-B-Control_counts.txt","BR-B-Mutant_counts.txt","BR-C-Control_counts.txt","BR-C-Mutant_counts.txt"
"ENSMUSG00000046079",743,879,927,893,820,776
"ENSMUSG00000046080",0,1,1,1,0,1
"ENSMUSG00000046082",0,0,0,0,0,0
"ENSMUSG00000046085",12,15,15,27,16,13
"ENSMUSG00000046088",0,1,0,0,0,0
"ENSMUSG00000046093",116,146,130,119,100,139
"ENSMUSG00000046095",0,0,0,0,0,0
"ENSMUSG00000046096",527,546,460,561,577,468
"ENSMUSG00000046101",108,89,99,122,120,122
"ENSMUSG00000046108",0,1,1,2,4,1
"ENSMUSG00000046109",4,4,3,2,8,2
"ENSMUSG00000046110",0,0,1,0,0,0
"ENSMUSG00000046111",1069,1124,1035,1173,1061,1061
"ENSMUSG00000046119",0,0,0,0,0,0
"ENSMUSG00000046130",0,0,0,0,0,0
"ENSMUSG00000046133",0,0,0,0,0,0
"ENSMUSG00000046138",1857,1902,1727,1885,1792,1811
"ENSMUSG00000046139",773,811,735,728,817,732
"ENSMUSG00000046145",1,3,1,2,0,2
"ENSMUSG00000046150",0,0,0,0,0,0
"ENSMUSG00000046152",21,30,15,16,30,20
"ENSMUSG00000046157",185,212,185,221,166,194
"ENSMUSG00000046159",89,113,106,83,46,109
"ENSMUSG00000046160",2,0,1,1,2,0
"ENSMUSG00000046167",3,4,3,4,1,5
"ENSMUSG00000046168",44,41,50,38,44,53
"ENSMUSG00000046169",35,25,34,42,34,28
"ENSMUSG00000046173",0,1,1,0,0,0
"ENSMUSG00000046178",2585,3087,2815,3007,2716,2879
"ENSMUSG00000046179",11,13,15,10,11,20
"ENSMUSG00000046180",1,0,0,0,0,0
"ENSMUSG00000046182",158,129,167,97,132,145
"ENSMUSG00000046185",438,467,438,501,393,460
"ENSMUSG00000046186",4,5,11,2,2,3
"ENSMUSG00000046191",145,143,214,138,186,188
"ENSMUSG00000046192",12,15,11,11,10,12
"ENSMUSG00000046196",3,1,0,2,1,3
"ENSMUSG00000046201",796,758,740,807,752,776
"ENSMUSG00000046203",0,0,0,0,0,0
"ENSMUSG00000046204",424,514,445,490,451,451
"ENSMUSG00000046207",0,0,0,0,0,3
"ENSMUSG00000046210",0,0,3,0,0,0
"ENSMUSG00000046213",2,3,4,6,2,0
"ENSMUSG00000046215",0,0,0,0,0,0
"ENSMUSG00000046219",22,17,20,14,19,13
"ENSMUSG00000046223",1,1,1,1,4,1
"ENSMUSG00000046229",17,11,11,38,14,17
"ENSMUSG00000046230",344,334,351,302,385,319
"ENSMUSG00000046240",7,9,5,2,2,2
"ENSMUSG00000046242",0,3,0,0,4,2
"ENSMUSG00000046245",1,0,1,1,0,0
"ENSMUSG00000046248",0,0,0,0,0,1
"ENSMUSG00000046258",0,0,0,0,0,0
"ENSMUSG00000046259",0,0,1,0,0,0
"ENSMUSG00000046262",0,0,0,0,1,0
"ENSMUSG00000046269",170,191,200,202,179,188
"ENSMUSG00000046272",0,0,0,1,0,0
"ENSMUSG00000046275",0,1,8,2,1,2
"ENSMUSG00000046280",2,0,10,1,3,2
"ENSMUSG00000046282",0,0,0,0,0,0
"ENSMUSG00000046287",95,98,79,60,80,65
"ENSMUSG00000046292",0,0,0,0,0,0
"ENSMUSG00000046295",12,19,8,11,15,4
"ENSMUSG00000046300",0,0,0,0,0,0
"ENSMUSG00000046311",1072,1137,1085,1308,1208,1090
"ENSMUSG00000046312",27,24,33,36,21,26
"ENSMUSG00000046314",161,140,160,77,99,121
"ENSMUSG00000046317",0,1,2,0,0,0
"ENSMUSG00000046318",87,86,77,94,83,89
"ENSMUSG00000046321",28,19,21,11,15,17
"ENSMUSG00000046323",0,0,0,1,0,0
"ENSMUSG00000046324",454,494,442,491,415,500
"ENSMUSG00000046329",1022,1038,1038,1102,1014,1036
"ENSMUSG00000046330",75,65,52,80,50,75
"ENSMUSG00000046334",20,24,16,12,16,9
"ENSMUSG00000046337",0,0,0,1,1,0
"ENSMUSG00000046338",23,29,22,22,19,28
"ENSMUSG00000046341",227,221,206,234,236,210
"ENSMUSG00000046345",0,0,0,0,0,0
"ENSMUSG00000046351",720,769,719,761,688,713
"ENSMUSG00000046352",0,0,0,0,1,0
"ENSMUSG00000046354",0,0,0,0,0,0
"ENSMUSG00000046364",209,252,277,262,265,269
"ENSMUSG00000046367",0,0,0,0,0,0
"ENSMUSG00000046372",9,9,4,11,12,6
"ENSMUSG00000046378",60,62,48,62,61,60
"ENSMUSG00000046380",77,98,89,96,92,109
"ENSMUSG00000046387",369,326,455,348,392,351
"ENSMUSG00000046388",0,0,0,0,0,0
"ENSMUSG00000046396",0,0,0,0,0,0
"ENSMUSG00000046402",924,894,864,973,921,870
"ENSMUSG00000046404",327,303,320,321,351,252
"ENSMUSG00000046408",11,21,11,13,13,14
"ENSMUSG00000046410",0,1,0,0,0,1
"ENSMUSG00000046411",0,0,0,0,0,0
"ENSMUSG00000046413",34,30,28,33,9,26
"ENSMUSG00000046415",1,0,1,1,0,0
"ENSMUSG00000046417",80,89,82,115,82,81
"ENSMUSG00000046431",0,0,0,0,0,0
"ENSMUSG00000046432",843,911,863,1020,827,907
"ENSMUSG00000046434",112,128,115,135,131,120
"ENSMUSG00000046435",0,0,0,0,0,0
"ENSMUSG00000046438",0,0,0,0,0,0
"ENSMUSG00000046440",0,0,0,0,0,0
"ENSMUSG00000046441",89,68,57,83,91,86
"ENSMUSG00000046442",3107,3341,3251,3060,2762,3000
"ENSMUSG00000046443",0,0,0,0,0,0
"ENSMUSG00000046447",986,955,976,1138,1077,949
"ENSMUSG00000046449",2267,2367,2249,2179,1873,2179
"ENSMUSG00000046450",0,0,1,0,3,0
"ENSMUSG00000046455",0,0,0,0,0,0
"ENSMUSG00000046456",48,28,39,32,60,45
"ENSMUSG00000046460",2,2,6,3,6,0
"ENSMUSG00000046463",238,217,205,243,216,207
"ENSMUSG00000046470",9,2,0,0,1,3
"ENSMUSG00000046474",0,0,0,0,0,0
"ENSMUSG00000046480",0,0,0,0,0,0
"ENSMUSG00000046486",0,0,0,0,1,1
"ENSMUSG00000046487",6,2,1,6,3,6
"ENSMUSG00000046490",0,1,4,0,1,0
"ENSMUSG00000046491",1,1,1,4,4,1
"ENSMUSG00000046493",0,0,1,0,0,0
"ENSMUSG00000046500",4,6,1,4,2,1
"ENSMUSG00000046516",166,228,118,212,149,185
"ENSMUSG00000046518",1,2,1,0,0,2
"ENSMUSG00000046519",422,428,454,512,428,393
"ENSMUSG00000046523",62,68,69,39,57,59
"ENSMUSG00000046526",0,0,0,0,0,0
"ENSMUSG00000046532",1,3,1,0,0,1
"ENSMUSG00000046541",95,76,78,98,87,107
"ENSMUSG00000046546",340,303,287,363,216,332
"ENSMUSG00000046548",0,0,0,0,0,0
"ENSMUSG00000046550",85,108,70,75,66,63
"ENSMUSG00000046556",423,321,332,410,370,361
"ENSMUSG00000046561",0,0,3,0,0,0
"ENSMUSG00000046562",184,170,151,194,183,181
"ENSMUSG00000046567",70,68,46,70,67,61
"ENSMUSG00000046572",2051,2062,1948,2188,2004,1907
"ENSMUSG00000046573",234,277,203,244,207,231
"ENSMUSG00000046574",597,742,580,877,634,706
"ENSMUSG00000046575",0,0,0,0,0,0
"ENSMUSG00000046580",4,2,0,6,8,7
"ENSMUSG00000046585",17,3,9,4,10,9
"ENSMUSG00000046589",0,0,1,1,1,0
"ENSMUSG00000046590",0,0,0,0,0,0
"ENSMUSG00000046591",30,18,40,30,38,44
"ENSMUSG00000046593",0,0,0,0,0,0
"ENSMUSG00000046598",380,409,406,488,400,405
"ENSMUSG00000046603",98,115,99,119,114,97
"ENSMUSG00000046605",92,97,104,92,91,113
"ENSMUSG00000046607",362,79,358,78,252,106
"ENSMUSG00000046610",48,67,67,67,71,36
"ENSMUSG00000046613",189,228,204,193,177,200
"ENSMUSG00000046615",0,0,0,0,0,0
"ENSMUSG00000046618",0,5,1,1,3,2
"ENSMUSG00000046620",0,1,0,0,0,0
"ENSMUSG00000046623",0,0,0,0,0,0
"ENSMUSG00000046634",6,2,6,6,1,2
"ENSMUSG00000046636",7,6,7,3,8,4
"ENSMUSG00000046637",2,6,1,2,5,7
"ENSMUSG00000046643",0,0,0,0,0,0
"ENSMUSG00000046650",0,0,0,0,0,0
"ENSMUSG00000046652",2,0,3,2,1,0
"ENSMUSG00000046658",456,476,425,562,427,474
"ENSMUSG00000046667",92,113,139,114,109,102
"ENSMUSG00000046668",580,550,521,750,595,556
"ENSMUSG00000046671",551,564,528,632,505,575
"ENSMUSG00000046675",245,216,190,275,247,227
"ENSMUSG00000046676",0,0,0,0,0,0
"ENSMUSG00000046678",0,0,0,0,0,0
"ENSMUSG00000046679",92,101,80,110,105,102
"ENSMUSG00000046683",4,4,3,0,2,1
"ENSMUSG00000046687",3,3,0,7,6,6
"ENSMUSG00000046688",14,14,6,15,16,13
"ENSMUSG00000046691",133,134,97,173,131,160
"ENSMUSG00000046694",0,2,2,4,0,2
"ENSMUSG00000046697",1,0,1,0,0,0
"ENSMUSG00000046699",610,663,744,586,572,587
"ENSMUSG00000046707",328,409,330,409,334,339
"ENSMUSG00000046709",3261,3700,3266,3665,3124,3322
"ENSMUSG00000046711",15,9,6,12,9,10
"ENSMUSG00000046714",0,0,0,0,1,0
"ENSMUSG00000046716",0,0,1,3,1,3
"ENSMUSG00000046717",0,0,1,0,0,0
"ENSMUSG00000046718",0,0,0,1,1,0
"ENSMUSG00000046719",4,5,4,6,2,3
"ENSMUSG00000046721",290,299,264,316,274,276
"ENSMUSG00000046722",167,166,142,206,200,160
"ENSMUSG00000046723",0,0,0,0,0,0
"ENSMUSG00000046727",84,58,79,71,64,79
"ENSMUSG00000046731",7,15,6,9,4,6
"ENSMUSG00000046733",0,0,0,1,1,0
"ENSMUSG00000046743",4273,4498,4359,4415,3689,4453
"ENSMUSG00000046747",1,1,1,3,0,1
"ENSMUSG00000046748",0,0,0,0,0,0
"ENSMUSG00000046750",3,1,4,3,4,2
"ENSMUSG00000046753",249,247,303,269,272,274
"ENSMUSG00000046755",0,0,0,0,0,0
"ENSMUSG00000046756",221,244,140,260,209,239
"ENSMUSG00000046761",51,52,39,36,46,56
"ENSMUSG00000046764",0,0,0,0,0,0
"ENSMUSG00000046768",12,17,19,14,12,30
"ENSMUSG00000046774",0,0,0,0,0,0
"ENSMUSG00000046782",7,6,14,6,6,11
"ENSMUSG00000046785",3119,3100,2459,2898,2484,2690
"ENSMUSG00000046787",0,0,0,0,0,0
"ENSMUSG00000046790",0,0,0,0,0,0
"ENSMUSG00000046791",82,119,104,132,135,85
"ENSMUSG00000046792",65,57,67,49,46,45
"ENSMUSG00000046793",17,28,19,18,21,20
"ENSMUSG00000046794",9,4,6,6,2,9
"ENSMUSG00000046798",393,392,246,390,390,390
"ENSMUSG00000046804",1,0,0,0,0,0
"ENSMUSG00000046805",50,53,33,25,31,38
"ENSMUSG00000046806",39,31,33,59,24,41
"ENSMUSG00000046807",713,788,814,731,671,752
"ENSMUSG00000046808",76,88,125,115,94,114
"ENSMUSG00000046811",0,0,0,1,0,0
"ENSMUSG00000046814",1,0,1,2,4,1
"ENSMUSG00000046818",16,10,4,5,4,3
"ENSMUSG00000046822",249,255,195,296,220,212
"ENSMUSG00000046826",0,1,0,0,0,0
"ENSMUSG00000046828",0,1,2,1,3,0
"ENSMUSG00000046834",30,43,49,37,37,53
"ENSMUSG00000046836",0,0,0,0,0,0
"ENSMUSG00000046840",0,0,0,0,0,0
"ENSMUSG00000046841",820,742,648,950,673,814
"ENSMUSG00000046844",564,524,647,521,479,586
"ENSMUSG00000046845",0,0,0,0,0,0
"ENSMUSG00000046846",0,0,0,3,0,0
"ENSMUSG00000046847",0,0,0,4,1,2
"ENSMUSG00000046854",26,35,39,49,17,20
"ENSMUSG00000046856",8,5,8,2,4,5
"ENSMUSG00000046858",0,0,0,0,0,0
"ENSMUSG00000046861",325,369,342,420,357,348
"ENSMUSG00000046862",227,260,192,259,260,237
"ENSMUSG00000046865",12,13,9,19,13,18
"ENSMUSG00000046873",913,906,798,879,820,779
"ENSMUSG00000046876",342,328,377,311,290,318
"ENSMUSG00000046879",1,1,5,1,7,1
"ENSMUSG00000046881",0,0,0,0,0,0
"ENSMUSG00000046886",0,0,0,0,0,0
"ENSMUSG00000046897",509,540,487,602,513,478
"ENSMUSG00000046899",0,0,0,0,0,0
"ENSMUSG00000046908",0,1,1,2,0,1
"ENSMUSG00000046909",103,83,74,114,92,68
"ENSMUSG00000046913",0,0,0,0,0,0
"ENSMUSG00000046916",1,0,0,0,0,2
"ENSMUSG00000046922",15,7,6,15,11,12
"ENSMUSG00000046924",0,0,0,0,0,0
"ENSMUSG00000046932",0,0,0,0,0,0
"ENSMUSG00000046934",114,113,104,101,110,113
"ENSMUSG00000046942",0,0,0,0,0,0
"ENSMUSG00000046947",167,179,123,188,130,144
"ENSMUSG00000046949",101,111,118,87,114,89
"ENSMUSG00000046952",29,36,26,39,35,41
"ENSMUSG00000046957",0,0,0,0,0,0
"ENSMUSG00000046958",0,0,0,0,1,0
"ENSMUSG00000046959",35,56,30,34,42,48
"ENSMUSG00000046961",112,137,145,120,111,124
"ENSMUSG00000046962",464,407,396,405,409,446
"ENSMUSG00000046971",0,0,0,0,2,3
"ENSMUSG00000046974",0,0,0,0,0,0
"ENSMUSG00000046975",0,0,0,0,0,0
"ENSMUSG00000046980",0,0,0,0,0,0
"ENSMUSG00000046982",1542,2034,1888,1976,1703,1791
"ENSMUSG00000046985",505,652,513,552,505,510
"ENSMUSG00000046991",2,0,3,0,2,6
"ENSMUSG00000046993",0,3,0,0,0,1
"ENSMUSG00000046994",132,121,124,153,141,149
"ENSMUSG00000046995",0,0,0,0,0,0
"ENSMUSG00000046997",351,360,369,418,386,380
"ENSMUSG00000046999",33,53,31,80,33,48
"ENSMUSG00000047002",0,0,0,0,0,0
"ENSMUSG00000047003",806,975,882,1013,842,892
"ENSMUSG00000047011",0,0,0,0,0,0
"ENSMUSG00000047013",219,258,220,238,196,236
"ENSMUSG00000047014",1,0,0,0,0,0
"ENSMUSG00000047021",6,1,3,3,2,0
"ENSMUSG00000047022",59,64,64,73,46,61
"ENSMUSG00000047025",0,0,0,0,1,0
"ENSMUSG00000047026",3,3,3,1,2,2
"ENSMUSG00000047030",362,320,262,394,287,324
"ENSMUSG00000047031",0,0,0,0,0,0
"ENSMUSG00000047033",101,89,112,90,98,75
"ENSMUSG00000047034",0,0,0,1,0,0
"ENSMUSG00000047036",1097,1149,1156,1230,1077,1062
"ENSMUSG00000047037",350,353,323,367,329,359
"ENSMUSG00000047039",0,0,0,0,0,0
"ENSMUSG00000047040",2,2,4,3,1,1
"ENSMUSG00000047044",121,127,116,110,85,110
"ENSMUSG00000047045",271,296,281,360,265,297
"ENSMUSG00000047046",0,0,0,0,0,0
"ENSMUSG00000047048",0,0,0,0,0,0
"ENSMUSG00000047050",0,0,0,0,0,0
"ENSMUSG00000047053",2,0,0,0,0,0
"ENSMUSG00000047061",1,2,0,4,2,0
"ENSMUSG00000047067",21,41,19,29,20,26
"ENSMUSG00000047079",0,0,0,0,0,0
"ENSMUSG00000047084",168,175,154,208,166,175
"ENSMUSG00000047085",739,807,668,982,726,742
"ENSMUSG00000047090",23,40,21,27,28,37
"ENSMUSG00000047094",1,3,1,0,1,0
"ENSMUSG00000047098",346,319,282,334,280,282
"ENSMUSG00000047100",0,0,0,0,0,0
"ENSMUSG00000047102",0,0,0,0,0,0
"ENSMUSG00000047104",0,0,1,0,0,0
"ENSMUSG00000047108",5,3,9,2,1,2
"ENSMUSG00000047109",0,0,0,0,0,0
"ENSMUSG00000047112",103,89,88,124,79,108
"ENSMUSG00000047115",36,30,37,34,17,32
"ENSMUSG00000047116",0,0,0,0,0,0
"ENSMUSG00000047117",137,107,104,123,98,114
"ENSMUSG00000047120",0,0,0,0,0,0
"ENSMUSG00000047123",8,3,5,7,7,8
"ENSMUSG00000047126",3678,3553,3515,3860,3556,3568
"ENSMUSG00000047129",3,4,1,4,2,6
"ENSMUSG00000047139",1305,1308,1300,1322,1345,1255
"ENSMUSG00000047141",530,465,480,421,568,466
"ENSMUSG00000047143",1,4,3,0,4,0
"ENSMUSG00000047146",2931,2852,3067,2788,2515,2721
"ENSMUSG00000047149",0,0,0,0,0,0
"ENSMUSG00000047150",0,0,0,1,0,0
"ENSMUSG00000047153",61,91,90,74,77,59
"ENSMUSG00000047155",111,123,109,89,60,115
"ENSMUSG00000047161",1,1,2,5,1,1
"ENSMUSG00000047163",0,0,0,0,0,0
"ENSMUSG00000047166",23,29,32,39,29,39
"ENSMUSG00000047168",0,0,0,0,0,0
"ENSMUSG00000047171",0,0,0,0,0,0
"ENSMUSG00000047180",8,12,14,10,6,14
"ENSMUSG00000047181",851,926,854,1024,917,964
"ENSMUSG00000047182",0,0,1,0,0,0
"ENSMUSG00000047187",1236,1289,1280,1308,1223,1166
"ENSMUSG00000047189",0,0,0,0,0,0
"ENSMUSG00000047193",1223,1292,1167,1356,1179,1248
"ENSMUSG00000047197",0,2,0,1,0,0
"ENSMUSG00000047203",0,0,0,0,0,0
"ENSMUSG00000047205",998,956,767,1042,876,936
"ENSMUSG00000047207",2,0,1,0,0,0
"ENSMUSG00000047213",1512,1325,1403,1295,1574,1370
"ENSMUSG00000047215",357,411,360,481,355,400
"ENSMUSG00000047216",0,1,0,0,0,0
"ENSMUSG00000047220",23,20,10,7,13,11
"ENSMUSG00000047221",78,106,91,84,67,115
"ENSMUSG00000047222",0,0,0,0,0,0
"ENSMUSG00000047225",0,0,1,0,0,0
"ENSMUSG00000047227",66,51,65,80,57,64
"ENSMUSG00000047228",1,0,2,1,0,2
"ENSMUSG00000047230",0,0,0,0,0,1
"ENSMUSG00000047237",0,3,0,0,0,0
"ENSMUSG00000047238",281,300,251,298,222,246
"ENSMUSG00000047242",218,172,201,199,230,221
"ENSMUSG00000047246",13,16,11,15,8,18
"ENSMUSG00000047248",697,604,644,709,641,650
"ENSMUSG00000047250",2,11,4,10,7,1
"ENSMUSG00000047253",0,0,0,0,0,0
"ENSMUSG00000047257",0,1,1,3,1,0
"ENSMUSG00000047259",71,81,54,138,115,82
"ENSMUSG00000047260",182,154,136,188,127,134
"ENSMUSG00000047261",1937,2044,1964,2061,1916,2033
"ENSMUSG00000047264",300,319,258,368,253,289
"ENSMUSG00000047281",4,4,4,10,2,5
"ENSMUSG00000047284",565,659,517,756,627,632
"ENSMUSG00000047286",0,0,3,0,1,0
"ENSMUSG00000047293",0,1,0,1,0,1
"ENSMUSG00000047295",0,0,0,3,0,0
"ENSMUSG00000047298",1,0,0,3,3,1
"ENSMUSG00000047307",69,58,73,80,75,56
"ENSMUSG00000047323",0,0,0,0,0,0
"ENSMUSG00000047324",0,1,0,0,0,0
"ENSMUSG00000047330",0,3,1,2,1,0
"ENSMUSG00000047342",194,243,207,298,224,230
"ENSMUSG00000047343",53,43,36,25,51,30
"ENSMUSG00000047344",53,59,60,33,58,45
"ENSMUSG00000047347",0,0,0,0,1,0
"ENSMUSG00000047352",0,0,4,0,0,0
"ENSMUSG00000047356",0,0,0,0,0,0
"ENSMUSG00000047361",9,10,2,2,6,7
"ENSMUSG00000047363",3,4,3,5,2,8
"ENSMUSG00000047368",273,245,305,246,284,232
"ENSMUSG00000047369",0,0,0,0,0,0
"ENSMUSG00000047370",8,7,2,7,3,3
"ENSMUSG00000047371",184,190,168,268,176,204
"ENSMUSG00000047379",203,256,191,241,211,211
"ENSMUSG00000047383",3,2,2,2,1,0
"ENSMUSG00000047384",1,1,0,2,0,0
"ENSMUSG00000047388",867,910,886,1034,895,855
"ENSMUSG00000047390",0,0,0,0,0,0
"ENSMUSG00000047394",0,0,0,0,0,0
"ENSMUSG00000047407",58,46,41,50,42,49
"ENSMUSG00000047409",132,173,202,161,142,186
"ENSMUSG00000047412",1251,1153,1113,1158,1138,1059
"ENSMUSG00000047414",770,725,791,613,621,765
"ENSMUSG00000047415",32,25,31,21,24,27
"ENSMUSG00000047417",379,394,354,452,357,409
"ENSMUSG00000047419",6,2,7,8,9,1
"ENSMUSG00000047420",0,0,0,0,0,0
"ENSMUSG00000047423",192,226,155,263,221,211
"ENSMUSG00000047428",84,114,87,110,68,90
"ENSMUSG00000047434",105,115,133,95,87,114
"ENSMUSG00000047441",0,0,0,0,0,0
"ENSMUSG00000047443",16,9,21,19,22,23
"ENSMUSG00000047444",0,0,0,0,0,0
"ENSMUSG00000047446",850,1061,927,871,826,819
"ENSMUSG00000047454",628,718,647,737,596,599
"ENSMUSG00000047459",568,620,591,685,617,598
"ENSMUSG00000047462",0,0,0,0,0,0
"ENSMUSG00000047466",467,526,393,439,451,447
"ENSMUSG00000047473",230,270,252,249,213,231
"ENSMUSG00000047485",32,37,30,31,29,32
"ENSMUSG00000047490",0,2,9,1,0,6
"ENSMUSG00000047492",0,1,1,1,0,0
"ENSMUSG00000047495",280,274,266,264,240,298
"ENSMUSG00000047496",1863,1781,1761,1489,1223,1583
"ENSMUSG00000047497",12,6,23,7,14,14
"ENSMUSG00000047501",0,0,0,0,0,0
"ENSMUSG00000047502",6,4,9,2,2,5
"ENSMUSG00000047507",15,19,8,10,20,14
"ENSMUSG00000047508",22,15,16,10,16,13
"ENSMUSG00000047509",58,54,60,53,70,45
"ENSMUSG00000047511",0,0,0,0,0,0
"ENSMUSG00000047514",1209,1219,1024,1346,1216,1126
"ENSMUSG00000047515",8,5,4,7,1,6
"ENSMUSG00000047517",0,0,0,0,0,0
"ENSMUSG00000047518",9,3,14,5,13,2
"ENSMUSG00000047528",0,0,0,1,0,0
"ENSMUSG00000047531",0,0,1,0,0,0
"ENSMUSG00000047534",76,52,51,41,52,40
"ENSMUSG00000047535",0,0,0,0,0,0
"ENSMUSG00000047539",1095,1226,1052,1227,1168,1107
"ENSMUSG00000047544",0,0,0,0,0,0
"ENSMUSG00000047545",0,0,0,0,0,0
"ENSMUSG00000047547",373,369,312,350,313,335
"ENSMUSG00000047554",195,245,178,214,214,200
"ENSMUSG00000047557",84,65,67,87,59,96
"ENSMUSG00000047562",0,0,0,0,0,0
"ENSMUSG00000047564",0,0,0,0,0,0
"ENSMUSG00000047565",32,50,45,56,38,42
"ENSMUSG00000047583",74,88,88,89,66,77
"ENSMUSG00000047586",3,2,0,0,1,0
"ENSMUSG00000047591",2,2,1,1,1,0
"ENSMUSG00000047592",0,1,0,0,0,0
"ENSMUSG00000047594",0,0,0,0,0,0
"ENSMUSG00000047603",66,70,60,68,63,82
"ENSMUSG00000047604",489,393,342,462,429,382
"ENSMUSG00000047606",0,0,1,0,0,2
"ENSMUSG00000047613",19,21,14,27,20,29
"ENSMUSG00000047617",139,127,109,124,130,135
"ENSMUSG00000047619",1,0,0,0,0,0
"ENSMUSG00000047626",0,0,0,0,0,0
"ENSMUSG00000047631",0,0,0,0,1,0
"ENSMUSG00000047632",82,71,64,33,39,40
"ENSMUSG00000047635",70,70,58,85,62,74
"ENSMUSG00000047636",4,0,1,2,0,0
"ENSMUSG00000047638",0,0,0,0,0,0
"ENSMUSG00000047641",0,4,0,0,1,1
"ENSMUSG00000047642",0,1,1,1,1,1
"ENSMUSG00000047643",19,17,15,10,12,14
"ENSMUSG00000047648",653,716,790,739,788,654
"ENSMUSG00000047649",55,50,45,67,54,44
"ENSMUSG00000047652",0,0,0,0,0,0
"ENSMUSG00000047654",3,2,1,4,1,2
"ENSMUSG00000047655",0,0,0,0,0,0
"ENSMUSG00000047656",45,53,44,57,61,47
"ENSMUSG00000047657",7,15,5,8,3,8
"ENSMUSG00000047658",298,305,310,373,314,355
"ENSMUSG00000047661",0,0,0,0,0,1
"ENSMUSG00000047667",0,0,0,0,0,0
"ENSMUSG00000047669",60,44,60,43,54,42
"ENSMUSG00000047671",3,2,0,2,2,1
"ENSMUSG00000047674",0,0,0,0,0,0
"ENSMUSG00000047675",38,51,33,51,47,41
"ENSMUSG00000047676",0,0,2,0,0,0
"ENSMUSG00000047678",83,81,87,84,90,103
"ENSMUSG00000047686",4,0,1,0,0,0
"ENSMUSG00000047692",8,3,1,0,1,0
"ENSMUSG00000047694",967,1015,1055,986,975,910
"ENSMUSG00000047696",3,5,6,1,9,8
"ENSMUSG00000047702",0,0,0,0,0,0
"ENSMUSG00000047710",648,728,664,834,751,760
"ENSMUSG00000047712",175,187,154,150,191,150
"ENSMUSG00000047714",248,371,334,310,304,324
"ENSMUSG00000047716",0,0,0,0,0,0
"ENSMUSG00000047719",129,123,145,164,113,119
"ENSMUSG00000047720",0,0,0,0,0,0
"ENSMUSG00000047721",92,89,69,129,72,106
"ENSMUSG00000047724",0,0,1,0,0,0
"ENSMUSG00000047728",0,0,0,0,0,0
"ENSMUSG00000047730",1,0,1,1,0,0
"ENSMUSG00000047731",625,763,641,894,749,658
"ENSMUSG00000047733",2,2,3,1,2,4
"ENSMUSG00000047735",0,0,1,1,1,0
"ENSMUSG00000047746",0,1,2,0,4,0
"ENSMUSG00000047747",1301,1384,1412,1389,1335,1338
"ENSMUSG00000047749",1814,1679,1494,1859,1813,1581
"ENSMUSG00000047751",0,0,0,0,0,0
"ENSMUSG00000047757",37,25,36,21,28,21
"ENSMUSG00000047759",22,27,16,27,27,24
"ENSMUSG00000047766",540,578,467,550,562,527
"ENSMUSG00000047767",49,38,54,47,46,37
"ENSMUSG00000047773",9,1,5,3,2,0
"ENSMUSG00000047777",295,288,281,327,306,277
"ENSMUSG00000047786",22,32,29,23,17,24
"ENSMUSG00000047787",221,307,322,401,260,328
"ENSMUSG00000047789",396,334,370,376,386,329
"ENSMUSG00000047793",52,43,51,36,51,56
"ENSMUSG00000047794",0,0,0,0,0,0
"ENSMUSG00000047797",1,4,3,5,2,1
"ENSMUSG00000047798",8,2,3,1,2,2
"ENSMUSG00000047799",0,0,0,0,0,1
"ENSMUSG00000047804",377,339,332,330,375,329
"ENSMUSG00000047807",10,17,8,21,17,7
"ENSMUSG00000047810",0,0,4,1,1,0
"ENSMUSG00000047819",1,0,0,0,0,0
"ENSMUSG00000047821",90,125,137,138,133,173
"ENSMUSG00000047822",1,0,1,0,1,0
"ENSMUSG00000047824",231,232,189,255,200,209
"ENSMUSG00000047828",0,0,0,2,1,1
"ENSMUSG00000047832",250,230,257,302,347,282
"ENSMUSG00000047841",0,0,0,0,0,1
"ENSMUSG00000047842",183,202,180,139,151,166
"ENSMUSG00000047843",21,19,11,15,18,21
"ENSMUSG00000047844",2,1,5,0,0,3
"ENSMUSG00000047854",31,31,27,27,38,37
"ENSMUSG00000047861",0,0,0,0,0,0
"ENSMUSG00000047866",695,790,757,783,769,806
"ENSMUSG00000047867",2,0,2,1,3,9
"ENSMUSG00000047868",0,0,0,0,0,0
"ENSMUSG00000047875",2,2,13,8,11,6
"ENSMUSG00000047878",0,0,0,0,1,0
"ENSMUSG00000047879",724,852,744,751,757,759
"ENSMUSG00000047880",12,9,7,11,3,8
"ENSMUSG00000047881",99,69,74,72,89,67
"ENSMUSG00000047884",1,1,3,1,1,1
"ENSMUSG00000047888",4145,3971,4236,4116,3886,4142
"ENSMUSG00000047889",0,0,0,0,0,1
"ENSMUSG00000047894",0,0,0,0,0,0
"ENSMUSG00000047897",4,12,3,7,6,7
"ENSMUSG00000047898",1,3,9,4,5,0
"ENSMUSG00000047904",63,80,98,93,57,75
"ENSMUSG00000047905",235,245,230,262,222,241
"ENSMUSG00000047907",344,387,310,420,375,326
"ENSMUSG00000047909",821,1021,844,1087,865,950
"ENSMUSG00000047910",420,408,558,453,410,408
"ENSMUSG00000047911",4,5,9,8,3,6
"ENSMUSG00000047921",291,282,235,329,281,271
"ENSMUSG00000047923",0,0,0,0,1,0
"ENSMUSG00000047935",21,14,24,23,15,21
